company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay_minutes,pax_load,load_factor,transfer_bags,origin_bags,total_checked_bags,transfer_bag_ratio,total_ssr_count,ssr_category
UA,2005,2025-08-02,ORD,TYS,2025-08-02 19:50:00+00:00,2025-08-02 22:35:00+00:00,2025-08-02 19:53:00+00:00,2025-08-02 22:21:00+00:00,126,B737-700,Mainline,55,54,43,3.0,99,0.7857142857142857,56.0,24.0,80.0,0.7,2.0,Medium SSR (1-5)
OO,5420,2025-08-02,ORD,MLI,2025-08-02 15:35:00+00:00,2025-08-02 16:43:00+00:00,2025-08-02 15:38:00+00:00,2025-08-02 16:46:00+00:00,50,CRJ-200,Express,69,88,29,3.0,49,0.98,21.0,17.0,38.0,0.5526315789473685,0.0,Low SSR (0)
OO,5427,2025-08-05,ORD,PIA,2025-08-05 09:05:00+00:00,2025-08-05 10:19:00+00:00,2025-08-05 08:59:00+00:00,2025-08-05 10:07:00+00:00,50,CRJ-200,Express,165,177,29,-6.0,38,0.76,26.0,13.0,39.0,0.6666666666666666,0.0,Low SSR (0)
UA,3,2025-08-09,ORD,ZRH,2025-08-09 15:55:00+00:00,2025-08-10 07:45:00+00:00,2025-08-09 16:19:00+00:00,2025-08-10 08:22:00+00:00,167,B767-300,Mainline,270,312,145,24.0,156,0.934131736526946,95.0,71.0,166.0,0.572289156626506,2.0,Medium SSR (1-5)
UA,359,2025-08-02,ORD,MEX,2025-08-02 09:16:00+00:00,2025-08-02 12:45:00+00:00,2025-08-02 09:30:00+00:00,2025-08-02 13:05:00+00:00,150,A320-200,Mainline,95,119,60,14.0,147,0.98,41.0,103.0,144.0,0.2847222222222222,11.0,High SSR (>5)
YX,3542,2025-08-13,ORD,YUL,2025-08-13 17:58:00+00:00,2025-08-13 21:29:00+00:00,2025-08-13 17:55:00+00:00,2025-08-13 21:05:00+00:00,76,ERJ-175,Express,62,55,42,-3.0,61,0.8026315789473685,14.0,14.0,28.0,0.5,0.0,Low SSR (0)
UA,669,2025-08-01,ORD,AUS,2025-08-01 07:10:00+00:00,2025-08-01 10:03:00+00:00,2025-08-01 07:04:00+00:00,2025-08-01 10:12:00+00:00,166,B737-800,Mainline,78,80,57,-6.0,57,0.3433734939759036,1.0,17.0,18.0,0.0555555555555555,1.0,Medium SSR (1-5)
YX,3433,2025-08-01,ORD,CVG,2025-08-01 16:35:00+00:00,2025-08-01 19:02:00+00:00,2025-08-01 16:29:00+00:00,2025-08-01 18:47:00+00:00,76,ERJ-175,Express,114,93,34,-6.0,73,0.9605263157894736,34.0,13.0,47.0,0.723404255319149,5.0,Medium SSR (1-5)
G7,4451,2025-08-10,ORD,DTW,2025-08-10 07:35:00+00:00,2025-08-10 10:05:00+00:00,2025-08-10 07:29:00+00:00,2025-08-10 10:05:00+00:00,50,CRJ-550,Express,1005,1014,29,-6.0,38,0.76,16.0,0.0,16.0,1.0,0.0,Low SSR (0)
UA,2483,2025-08-06,ORD,IAH,2025-08-06 10:35:00+00:00,2025-08-06 13:29:00+00:00,2025-08-06 10:39:00+00:00,2025-08-06 13:14:00+00:00,179,B737-900,Mainline,181,183,56,4.0,179,1.0,53.0,80.0,133.0,0.3984962406015037,9.0,High SSR (>5)
UA,881,2025-08-09,ORD,HND,2025-08-09 16:54:00+00:00,2025-08-10 15:55:00+00:00,2025-08-09 16:54:00+00:00,2025-08-10 20:09:00+00:00,318,B787-10,Mainline,20,124,100,0.0,271,0.8522012578616353,158.0,23.0,181.0,0.8729281767955801,6.0,High SSR (>5)
UA,1643,2025-08-06,ORD,SEA,2025-08-06 07:10:00+00:00,2025-08-06 09:50:00+00:00,2025-08-06 07:01:00+00:00,2025-08-06 10:01:00+00:00,179,B737-900,Mainline,760,752,56,-9.0,179,1.0,6.0,72.0,78.0,0.0769230769230769,2.0,Medium SSR (1-5)
UA,1209,2025-08-07,ORD,EWR,2025-08-07 21:25:00+00:00,2025-08-08 00:46:00+00:00,2025-08-07 22:19:00+00:00,2025-08-08 01:19:00+00:00,179,B737-900,Mainline,184,140,56,54.0,172,0.9608938547486032,38.0,71.0,109.0,0.3486238532110092,1.0,Medium SSR (1-5)
UA,2361,2025-08-08,ORD,LAX,2025-08-08 07:10:00+00:00,2025-08-08 09:40:00+00:00,2025-08-08 07:07:00+00:00,2025-08-08 09:39:00+00:00,234,B757-300,Mainline,869,854,66,-3.0,176,0.7521367521367521,9.0,92.0,101.0,0.0891089108910891,0.0,Low SSR (0)
UA,2347,2025-08-12,ORD,CLE,2025-08-12 21:13:00+00:00,2025-08-12 23:39:00+00:00,2025-08-13 00:50:00+00:00,2025-08-13 02:54:00+00:00,166,B737-800,Mainline,4,71,51,217.0,158,0.9518072289156626,46.0,22.0,68.0,0.6764705882352942,4.0,Medium SSR (1-5)
OO,5280,2025-08-10,ORD,DSM,2025-08-10 21:29:00+00:00,2025-08-10 23:00:00+00:00,2025-08-10 21:49:00+00:00,2025-08-10 23:10:00+00:00,76,ERJ-175,Express,79,35,34,20.0,76,1.0,46.0,5.0,51.0,0.9019607843137256,1.0,Medium SSR (1-5)
OO,5737,2025-08-07,ORD,OMA,2025-08-07 21:12:00+00:00,2025-08-07 23:00:00+00:00,2025-08-07 21:28:00+00:00,2025-08-07 23:03:00+00:00,76,ERJ-175,Express,57,81,34,16.0,70,0.9210526315789472,27.0,3.0,30.0,0.9,1.0,Medium SSR (1-5)
OO,5448,2025-08-10,ORD,FWA,2025-08-10 14:00:00+00:00,2025-08-10 16:12:00+00:00,2025-08-10 14:05:00+00:00,2025-08-10 16:09:00+00:00,50,CRJ-200,Express,115,145,29,5.0,41,0.82,33.0,14.0,47.0,0.7021276595744681,0.0,Low SSR (0)
UA,2232,2025-08-15,ORD,MSP,2025-08-15 07:24:00+00:00,2025-08-15 09:03:00+00:00,2025-08-15 07:20:00+00:00,2025-08-15 08:54:00+00:00,166,B737-800,Mainline,471,474,51,-4.0,111,0.6686746987951807,33.0,13.0,46.0,0.717391304347826,1.0,Medium SSR (1-5)
UA,2040,2025-08-08,ORD,DEN,2025-08-08 20:10:00+00:00,2025-08-08 22:00:00+00:00,2025-08-08 20:33:00+00:00,2025-08-08 22:13:00+00:00,179,B737-900,Mainline,135,144,119,23.0,179,1.0,55.0,53.0,108.0,0.5092592592592593,0.0,Low SSR (0)
UA,791,2025-08-06,ORD,DEN,2025-08-06 07:10:00+00:00,2025-08-06 08:58:00+00:00,2025-08-06 07:08:00+00:00,2025-08-06 08:48:00+00:00,200,A321-2NX,Mainline,139,166,68,-2.0,195,0.975,2.0,105.0,107.0,0.0186915887850467,3.0,Medium SSR (1-5)
UA,2226,2025-08-07,ORD,CLE,2025-08-07 14:27:00+00:00,2025-08-07 16:54:00+00:00,2025-08-07 15:50:00+00:00,2025-08-07 18:06:00+00:00,179,B737-900,Mainline,-8,52,56,83.0,174,0.9720670391061452,69.0,37.0,106.0,0.6509433962264151,6.0,High SSR (>5)
UA,1403,2025-08-11,ORD,SLC,2025-08-11 19:40:00+00:00,2025-08-11 22:16:00+00:00,2025-08-11 20:36:00+00:00,2025-08-11 23:19:00+00:00,126,A319-100,Mainline,65,58,43,56.0,122,0.9682539682539684,48.0,33.0,81.0,0.5925925925925926,2.0,Medium SSR (1-5)
UA,1124,2025-08-08,ORD,IAH,2025-08-08 16:07:00+00:00,2025-08-08 19:05:00+00:00,2025-08-08 16:37:00+00:00,2025-08-08 19:20:00+00:00,179,B737-900,Mainline,76,65,56,30.0,179,1.0,63.0,100.0,163.0,0.3865030674846625,1.0,Medium SSR (1-5)
UA,2417,2025-08-11,ORD,SAN,2025-08-11 16:13:00+00:00,2025-08-11 18:35:00+00:00,2025-08-11 16:18:00+00:00,2025-08-11 18:32:00+00:00,179,B737-900,Mainline,78,103,56,5.0,174,0.9720670391061452,43.0,77.0,120.0,0.3583333333333333,2.0,Medium SSR (1-5)
UA,2039,2025-08-06,ORD,MCO,2025-08-06 17:51:00+00:00,2025-08-06 21:47:00+00:00,2025-08-06 20:05:00+00:00,2025-08-06 23:41:00+00:00,200,A321-2NX,Mainline,74,207,62,134.0,143,0.715,53.0,28.0,81.0,0.654320987654321,3.0,Medium SSR (1-5)
UA,987,2025-08-13,ORD,CDG,2025-08-13 18:00:00+00:00,2025-08-14 09:20:00+00:00,2025-08-13 18:05:00+00:00,2025-08-14 08:50:00+00:00,318,B787-10,Mainline,290,217,155,5.0,309,0.9716981132075472,81.0,127.0,208.0,0.3894230769230769,5.0,Medium SSR (1-5)
UA,293,2025-08-15,ORD,LGA,2025-08-15 11:00:00+00:00,2025-08-15 14:20:00+00:00,2025-08-15 11:00:00+00:00,2025-08-15 14:07:00+00:00,166,B737-800,Mainline,57,55,51,0.0,152,0.9156626506024096,15.0,57.0,72.0,0.2083333333333333,1.0,Medium SSR (1-5)
YX,3468,2025-08-14,ORD,BGR,2025-08-14 11:50:00+00:00,2025-08-14 15:39:00+00:00,2025-08-14 11:41:00+00:00,2025-08-14 15:06:00+00:00,76,ERJ-175,Express,47,45,34,-9.0,76,1.0,52.0,20.0,72.0,0.7222222222222222,1.0,Medium SSR (1-5)
UA,275,2025-08-10,ORD,RAP,2025-08-10 08:50:00+00:00,2025-08-10 10:25:00+00:00,2025-08-10 08:58:00+00:00,2025-08-10 10:37:00+00:00,150,A320-200,Mainline,57,55,46,8.0,143,0.9533333333333334,65.0,29.0,94.0,0.6914893617021277,4.0,Medium SSR (1-5)
UA,2090,2025-08-13,ORD,MIA,2025-08-13 07:01:00+00:00,2025-08-13 11:18:00+00:00,2025-08-13 06:55:00+00:00,2025-08-13 10:47:00+00:00,166,B737-800,Mainline,83,82,60,-6.0,69,0.4156626506024096,15.0,35.0,50.0,0.3,1.0,Medium SSR (1-5)
UA,2243,2025-08-06,ORD,RIC,2025-08-06 18:20:00+00:00,2025-08-06 21:30:00+00:00,2025-08-07 00:42:00+00:00,2025-08-07 03:54:00+00:00,150,A320-200,Mainline,75,216,46,382.0,101,0.6733333333333333,72.0,19.0,91.0,0.7912087912087912,7.0,High SSR (>5)
OO,5868,2025-08-09,ORD,YWG,2025-08-09 19:58:00+00:00,2025-08-09 22:33:00+00:00,2025-08-09 19:55:00+00:00,2025-08-09 22:33:00+00:00,76,ERJ-175,Express,73,89,42,-3.0,69,0.9078947368421052,38.0,9.0,47.0,0.8085106382978723,1.0,Medium SSR (1-5)
G7,4436,2025-08-11,ORD,SGF,2025-08-11 12:45:00+00:00,2025-08-11 14:31:00+00:00,2025-08-11 12:40:00+00:00,2025-08-11 14:27:00+00:00,50,CRJ-550,Express,40,72,29,-5.0,50,1.0,17.0,5.0,22.0,0.7727272727272727,0.0,Low SSR (0)
OO,5819,2025-08-04,ORD,DLH,2025-08-04 09:00:00+00:00,2025-08-04 10:51:00+00:00,2025-08-04 08:50:00+00:00,2025-08-04 10:31:00+00:00,50,CRJ-550,Express,55,57,29,-10.0,44,0.88,12.0,5.0,17.0,0.7058823529411765,2.0,Medium SSR (1-5)
G7,4429,2025-08-14,ORD,FSD,2025-08-14 15:52:00+00:00,2025-08-14 17:44:00+00:00,2025-08-14 15:54:00+00:00,2025-08-14 17:34:00+00:00,50,CRJ-550,Express,62,26,29,2.0,45,0.9,18.0,5.0,23.0,0.782608695652174,1.0,Medium SSR (1-5)
UA,1224,2025-08-01,ORD,LAX,2025-08-01 06:10:00+00:00,2025-08-01 08:39:00+00:00,2025-08-01 06:05:00+00:00,2025-08-01 08:16:00+00:00,179,B737-900,Mainline,100,105,62,-5.0,179,1.0,11.0,121.0,132.0,0.0833333333333333,4.0,Medium SSR (1-5)
G7,4451,2025-08-02,ORD,DTW,2025-08-02 08:05:00+00:00,2025-08-02 10:35:00+00:00,2025-08-02 08:36:00+00:00,2025-08-02 11:10:00+00:00,50,CRJ-550,Express,88,28,29,31.0,49,0.98,43.0,3.0,46.0,0.9347826086956522,0.0,Low SSR (0)
UA,1097,2025-08-09,ORD,DCA,2025-08-09 11:15:00+00:00,2025-08-09 14:13:00+00:00,2025-08-09 11:16:00+00:00,2025-08-09 14:19:00+00:00,126,B737-700,Mainline,105,123,43,1.0,123,0.9761904761904762,34.0,72.0,106.0,0.320754716981132,3.0,Medium SSR (1-5)
YX,3523,2025-08-08,ORD,RIC,2025-08-08 14:55:00+00:00,2025-08-08 18:16:00+00:00,2025-08-08 14:53:00+00:00,2025-08-08 18:11:00+00:00,70,ERJ-170,Express,47,67,34,-2.0,68,0.9714285714285714,32.0,30.0,62.0,0.5161290322580645,1.0,Medium SSR (1-5)
OO,5763,2025-08-14,ORD,TUL,2025-08-14 12:45:00+00:00,2025-08-14 14:49:00+00:00,2025-08-14 12:40:00+00:00,2025-08-14 14:30:00+00:00,76,ERJ-175,Express,47,66,34,-5.0,49,0.6447368421052632,16.0,5.0,21.0,0.7619047619047619,1.0,Medium SSR (1-5)
OO,5534,2025-08-08,ORD,ICT,2025-08-08 15:40:00+00:00,2025-08-08 17:43:00+00:00,2025-08-08 15:56:00+00:00,2025-08-08 17:46:00+00:00,70,ERJ-175,Express,52,45,34,16.0,53,0.7571428571428571,41.0,7.0,48.0,0.8541666666666666,1.0,Medium SSR (1-5)
UA,399,2025-08-07,ORD,BOS,2025-08-07 11:05:00+00:00,2025-08-07 14:42:00+00:00,2025-08-07 11:02:00+00:00,2025-08-07 14:30:00+00:00,166,B737-MAX8,Mainline,91,102,51,-3.0,167,1.0060240963855422,41.0,57.0,98.0,0.4183673469387755,4.0,Medium SSR (1-5)
UA,481,2025-08-07,ORD,RNO,2025-08-07 19:52:00+00:00,2025-08-07 22:19:00+00:00,2025-08-07 21:08:00+00:00,2025-08-07 23:08:00+00:00,126,B737-700,Mainline,-24,62,43,76.0,126,1.0,18.0,56.0,74.0,0.2432432432432432,4.0,Medium SSR (1-5)
G7,4549,2025-08-11,ORD,MLI,2025-08-11 14:00:00+00:00,2025-08-11 15:07:00+00:00,2025-08-11 13:57:00+00:00,2025-08-11 14:54:00+00:00,50,CRJ-550,Express,45,58,29,-3.0,50,1.0,22.0,3.0,25.0,0.88,1.0,Medium SSR (1-5)
OO,5429,2025-08-09,ORD,TYS,2025-08-09 14:08:00+00:00,2025-08-09 17:05:00+00:00,2025-08-09 15:21:00+00:00,2025-08-09 18:06:00+00:00,76,ERJ-175,Express,89,34,34,73.0,74,0.9736842105263158,21.0,27.0,48.0,0.4375,1.0,Medium SSR (1-5)
OO,5140,2025-08-12,ORD,CMX,2025-08-12 21:05:00+00:00,2025-08-12 23:44:00+00:00,2025-08-12 21:33:00+00:00,2025-08-13 00:37:00+00:00,50,CRJ-200,Express,403,389,29,28.0,19,0.38,15.0,10.0,25.0,0.6,2.0,Medium SSR (1-5)
OO,5526,2025-08-14,ORD,ATW,2025-08-14 18:05:00+00:00,2025-08-14 19:18:00+00:00,2025-08-14 19:02:00+00:00,2025-08-14 20:11:00+00:00,50,CRJ-200,Express,-30,37,29,57.0,50,1.0,23.0,22.0,45.0,0.5111111111111111,2.0,Medium SSR (1-5)
UA,276,2025-08-08,ORD,IAD,2025-08-08 21:31:00+00:00,2025-08-09 00:30:00+00:00,2025-08-08 21:27:00+00:00,2025-08-09 00:34:00+00:00,200,A321-2NX,Mainline,72,53,62,-4.0,117,0.585,47.0,18.0,65.0,0.7230769230769231,0.0,Low SSR (0)
UA,2628,2025-08-12,ORD,BNA,2025-08-12 21:30:00+00:00,2025-08-12 23:20:00+00:00,2025-08-12 23:29:00+00:00,2025-08-13 01:18:00+00:00,179,B737-900,Mainline,67,155,56,119.0,82,0.4581005586592179,38.0,18.0,56.0,0.6785714285714286,1.0,Medium SSR (1-5)
UA,1538,2025-08-02,ORD,SAV,2025-08-02 11:05:00+00:00,2025-08-02 14:34:00+00:00,2025-08-02 10:59:00+00:00,2025-08-02 14:21:00+00:00,126,A319-100,Mainline,93,97,43,-6.0,126,1.0,18.0,96.0,114.0,0.1578947368421052,2.0,Medium SSR (1-5)
UA,2090,2025-08-06,ORD,MIA,2025-08-06 07:01:00+00:00,2025-08-06 11:18:00+00:00,2025-08-06 06:55:00+00:00,2025-08-06 11:01:00+00:00,166,B737-800,Mainline,83,83,60,-6.0,88,0.5301204819277109,21.0,49.0,70.0,0.3,2.0,Medium SSR (1-5)
UA,1205,2025-08-10,ORD,EWR,2025-08-10 11:43:00+00:00,2025-08-10 15:06:00+00:00,2025-08-10 11:40:00+00:00,2025-08-10 14:51:00+00:00,179,B737-MAX9,Mainline,67,88,56,-3.0,179,1.0,38.0,70.0,108.0,0.3518518518518518,3.0,Medium SSR (1-5)
UA,1324,2025-08-14,ORD,SFO,2025-08-14 19:48:00+00:00,2025-08-14 22:38:00+00:00,2025-08-14 19:49:00+00:00,2025-08-14 22:55:00+00:00,200,A321-2NX,Mainline,84,86,62,1.0,185,0.925,52.0,40.0,92.0,0.5652173913043478,1.0,Medium SSR (1-5)
UA,912,2025-08-06,ORD,KEF,2025-08-06 21:10:00+00:00,2025-08-07 08:30:00+00:00,2025-08-07 00:20:00+00:00,2025-08-07 11:29:00+00:00,176,B757-200,Mainline,150,175,75,190.0,146,0.8295454545454546,116.0,29.0,145.0,0.8,4.0,Medium SSR (1-5)
OO,5538,2025-08-03,ORD,HSV,2025-08-03 18:25:00+00:00,2025-08-03 20:14:00+00:00,2025-08-03 18:22:00+00:00,2025-08-03 20:17:00+00:00,50,CRJ-550,Express,76,34,29,-3.0,50,1.0,19.0,9.0,28.0,0.6785714285714286,1.0,Medium SSR (1-5)
UA,3,2025-08-08,ORD,ZRH,2025-08-08 15:55:00+00:00,2025-08-09 07:45:00+00:00,2025-08-08 15:57:00+00:00,2025-08-09 07:41:00+00:00,167,B767-300,Mainline,270,285,145,2.0,160,0.9580838323353292,71.0,102.0,173.0,0.4104046242774566,4.0,Medium SSR (1-5)
OO,5557,2025-08-11,ORD,OKC,2025-08-11 09:15:00+00:00,2025-08-11 11:54:00+00:00,2025-08-11 09:07:00+00:00,2025-08-11 11:36:00+00:00,76,ERJ-175,Express,84,76,34,-8.0,72,0.9473684210526316,30.0,15.0,45.0,0.6666666666666666,2.0,Medium SSR (1-5)
G7,4436,2025-08-08,ORD,SGF,2025-08-08 12:45:00+00:00,2025-08-08 14:31:00+00:00,2025-08-08 12:39:00+00:00,2025-08-08 14:02:00+00:00,50,CRJ-550,Express,65,94,29,-6.0,50,1.0,29.0,10.0,39.0,0.7435897435897436,0.0,Low SSR (0)
G7,4610,2025-08-10,ORD,XNA,2025-08-10 12:41:00+00:00,2025-08-10 14:35:00+00:00,2025-08-10 12:34:00+00:00,2025-08-10 14:10:00+00:00,50,CRJ-550,Express,36,61,29,-7.0,47,0.94,9.0,3.0,12.0,0.75,2.0,Medium SSR (1-5)
UA,503,2025-08-10,ORD,DEN,2025-08-10 14:35:00+00:00,2025-08-10 16:27:00+00:00,2025-08-10 14:45:00+00:00,2025-08-10 17:35:00+00:00,234,B757-300,Mainline,118,87,66,10.0,226,0.9658119658119658,29.0,77.0,106.0,0.2735849056603773,5.0,Medium SSR (1-5)
UA,2154,2025-08-13,ORD,ROC,2025-08-13 18:25:00+00:00,2025-08-13 21:13:00+00:00,2025-08-13 19:34:00+00:00,2025-08-13 22:05:00+00:00,179,B737-900,Mainline,5,60,56,69.0,178,0.994413407821229,113.0,15.0,128.0,0.8828125,2.0,Medium SSR (1-5)
G7,4584,2025-08-07,ORD,TUL,2025-08-07 20:07:00+00:00,2025-08-07 22:15:00+00:00,2025-08-07 21:29:00+00:00,2025-08-07 23:23:00+00:00,50,CRJ-550,Express,87,26,29,82.0,50,1.0,25.0,2.0,27.0,0.925925925925926,0.0,Low SSR (0)
UA,1239,2025-08-11,ORD,ROC,2025-08-11 14:07:00+00:00,2025-08-11 16:55:00+00:00,2025-08-11 14:05:00+00:00,2025-08-11 16:51:00+00:00,150,A320-200,Mainline,61,70,46,-2.0,150,1.0,52.0,19.0,71.0,0.7323943661971831,8.0,High SSR (>5)
OO,5135,2025-08-07,ORD,MCW,2025-08-07 16:50:00+00:00,2025-08-07 18:20:00+00:00,2025-08-07 18:48:00+00:00,2025-08-07 20:25:00+00:00,50,CRJ-200,Express,-20,74,29,118.0,31,0.62,23.0,12.0,35.0,0.6571428571428571,3.0,Medium SSR (1-5)
UA,2280,2025-08-11,ORD,MCO,2025-08-11 07:10:00+00:00,2025-08-11 11:04:00+00:00,2025-08-11 07:10:00+00:00,2025-08-11 10:59:00+00:00,200,A321-2NX,Mainline,600,548,62,0.0,192,0.96,10.0,69.0,79.0,0.1265822784810126,3.0,Medium SSR (1-5)
OO,5094,2025-08-01,ORD,RHI,2025-08-01 10:57:00+00:00,2025-08-01 12:19:00+00:00,2025-08-01 11:02:00+00:00,2025-08-01 12:22:00+00:00,50,CRJ-200,Express,77,63,29,5.0,48,0.96,23.0,23.0,46.0,0.5,0.0,Low SSR (0)
UA,1030,2025-08-13,ORD,ABQ,2025-08-13 19:35:00+00:00,2025-08-13 21:50:00+00:00,2025-08-13 19:51:00+00:00,2025-08-13 21:42:00+00:00,126,A319-100,Mainline,80,102,51,16.0,87,0.6904761904761905,37.0,11.0,48.0,0.7708333333333334,1.0,Medium SSR (1-5)
UA,2148,2025-08-14,ORD,SAT,2025-08-14 19:40:00+00:00,2025-08-14 22:38:00+00:00,2025-08-14 19:53:00+00:00,2025-08-14 22:29:00+00:00,150,A320-200,Mainline,60,57,46,13.0,122,0.8133333333333334,37.0,12.0,49.0,0.7551020408163265,2.0,Medium SSR (1-5)
UA,617,2025-08-05,ORD,CLT,2025-08-05 18:35:00+00:00,2025-08-05 21:45:00+00:00,2025-08-05 18:25:00+00:00,2025-08-05 21:51:00+00:00,166,B737-MAX8,Mainline,85,70,51,-10.0,112,0.6746987951807228,52.0,24.0,76.0,0.6842105263157895,1.0,Medium SSR (1-5)
UA,909,2025-08-10,ORD,AMS,2025-08-10 04:40:00+00:00,2025-08-10 09:20:00+00:00,2025-08-10 04:40:00+00:00,2025-08-10 18:11:00+00:00,257,B787-9,Mainline,280,298,95,0.0,231,0.8988326848249028,119.0,87.0,206.0,0.5776699029126213,8.0,High SSR (>5)
UA,1693,2025-08-15,ORD,DCA,2025-08-15 13:55:00+00:00,2025-08-15 17:01:00+00:00,2025-08-15 13:53:00+00:00,2025-08-15 16:47:00+00:00,150,A320-200,Mainline,58,58,46,-2.0,98,0.6533333333333333,17.0,17.0,34.0,0.5,1.0,Medium SSR (1-5)
UA,721,2025-08-14,ORD,BOS,2025-08-14 09:15:00+00:00,2025-08-14 12:50:00+00:00,2025-08-14 09:13:00+00:00,2025-08-14 12:29:00+00:00,179,B737-MAX9,Mainline,80,87,56,-2.0,176,0.9832402234636872,29.0,80.0,109.0,0.2660550458715596,3.0,Medium SSR (1-5)
UA,1677,2025-08-09,ORD,BOS,2025-08-09 15:59:00+00:00,2025-08-09 19:29:00+00:00,2025-08-09 17:26:00+00:00,2025-08-09 21:17:00+00:00,179,B737-MAX9,Mainline,64,119,56,87.0,161,0.8994413407821229,25.0,76.0,101.0,0.2475247524752475,1.0,Medium SSR (1-5)
UA,669,2025-08-03,ORD,AUS,2025-08-03 07:30:00+00:00,2025-08-03 10:23:00+00:00,2025-08-03 07:21:00+00:00,2025-08-03 10:09:00+00:00,166,B737-800,Mainline,63,65,51,-9.0,119,0.7168674698795181,25.0,30.0,55.0,0.4545454545454545,5.0,Medium SSR (1-5)
UA,1775,2025-08-15,ORD,FLL,2025-08-15 10:45:00+00:00,2025-08-15 15:03:00+00:00,2025-08-15 10:44:00+00:00,2025-08-15 14:57:00+00:00,179,B737-MAX9,Mainline,89,108,62,-1.0,179,1.0,23.0,95.0,118.0,0.1949152542372881,5.0,Medium SSR (1-5)
UA,1135,2025-08-03,ORD,SJO,2025-08-03 07:41:00+00:00,2025-08-03 11:55:00+00:00,2025-08-03 07:38:00+00:00,2025-08-03 11:51:00+00:00,166,B737-MAX8,Mainline,104,130,65,-3.0,165,0.993975903614458,38.0,98.0,136.0,0.2794117647058823,1.0,Medium SSR (1-5)
OO,5103,2025-08-02,ORD,JLN,2025-08-02 21:50:00+00:00,2025-08-02 23:40:00+00:00,2025-08-02 21:45:00+00:00,2025-08-02 23:26:00+00:00,50,CRJ-200,Express,90,61,29,-5.0,44,0.88,33.0,22.0,55.0,0.6,1.0,Medium SSR (1-5)
OO,5405,2025-08-09,ORD,SCE,2025-08-09 07:25:00+00:00,2025-08-09 10:20:00+00:00,2025-08-09 08:12:00+00:00,2025-08-09 10:52:00+00:00,50,CRJ-200,Express,-12,65,29,47.0,44,0.88,24.0,23.0,47.0,0.5106382978723404,1.0,Medium SSR (1-5)
UA,1006,2025-08-03,ORD,LGA,2025-08-03 18:00:00+00:00,2025-08-03 21:20:00+00:00,2025-08-03 18:13:00+00:00,2025-08-03 21:28:00+00:00,166,B737-800,Mainline,64,49,51,13.0,162,0.9759036144578314,13.0,49.0,62.0,0.2096774193548387,0.0,Low SSR (0)
G7,4416,2025-08-02,ORD,STL,2025-08-02 18:05:00+00:00,2025-08-02 19:31:00+00:00,2025-08-02 19:32:00+00:00,2025-08-02 20:31:00+00:00,50,CRJ-550,Express,65,42,29,87.0,48,0.96,39.0,4.0,43.0,0.9069767441860463,1.0,Medium SSR (1-5)
OO,5859,2025-08-11,ORD,BZN,2025-08-11 07:15:00+00:00,2025-08-11 09:53:00+00:00,2025-08-11 07:06:00+00:00,2025-08-11 09:51:00+00:00,76,ERJ-175,Express,651,626,34,-9.0,74,0.9736842105263158,0.0,31.0,31.0,0.0,1.0,Medium SSR (1-5)
UA,1941,2025-08-02,ORD,CVG,2025-08-02 14:09:00+00:00,2025-08-02 16:35:00+00:00,2025-08-02 14:43:00+00:00,2025-08-02 17:25:00+00:00,126,B737-700,Mainline,7,48,43,34.0,126,1.0,99.0,16.0,115.0,0.8608695652173913,2.0,Medium SSR (1-5)
OO,5352,2025-08-14,ORD,CAK,2025-08-14 18:05:00+00:00,2025-08-14 20:49:00+00:00,2025-08-14 19:50:00+00:00,2025-08-14 22:18:00+00:00,50,CRJ-200,Express,75,159,29,105.0,49,0.98,42.0,15.0,57.0,0.7368421052631579,0.0,Low SSR (0)
G7,4610,2025-08-08,ORD,XNA,2025-08-08 12:41:00+00:00,2025-08-08 14:35:00+00:00,2025-08-08 12:40:00+00:00,2025-08-08 14:30:00+00:00,50,CRJ-550,Express,38,28,29,-1.0,45,0.9,13.0,20.0,33.0,0.3939393939393939,0.0,Low SSR (0)
UA,1580,2025-08-08,ORD,YVR,2025-08-08 19:35:00+00:00,2025-08-08 22:18:00+00:00,2025-08-08 20:54:00+00:00,2025-08-08 23:57:00+00:00,166,B737-800,Mainline,90,166,65,79.0,165,0.993975903614458,25.0,59.0,84.0,0.2976190476190476,2.0,Medium SSR (1-5)
UA,907,2025-08-14,ORD,FRA,2025-08-14 18:25:00+00:00,2025-08-15 09:55:00+00:00,2025-08-14 20:50:00+00:00,2025-08-15 12:08:00+00:00,318,B787-10,Mainline,726,884,100,145.0,283,0.889937106918239,165.0,146.0,311.0,0.5305466237942122,9.0,High SSR (>5)
OO,5103,2025-08-05,ORD,JLN,2025-08-05 21:50:00+00:00,2025-08-05 23:40:00+00:00,2025-08-05 22:04:00+00:00,2025-08-05 23:31:00+00:00,50,CRJ-200,Express,4600,4615,29,14.0,39,0.78,32.0,4.0,36.0,0.8888888888888888,4.0,Medium SSR (1-5)
